GivenName,Surname,NationalID,MemberType (1-4),TelephoneNumber,AddressID
Stacy,Venezia,157801391,4,9732731450,4265
William,Kinlaw,316880563,4,8129345412,3307
Candace,Tuck,665091646,2,3183223027,436
Hugh,Williams,241739465,4,9193323128,3821
Joseph,Rogers,289749537,2,4199896312,3486
Deborah,Shellenbarger,278901173,4,2164413204,3544
Charles,Lewis,472924296,2,2187491322,2125
Marilyn,Cooper,524523343,4,7209045376,1699
Robert,Beckman,609076353,3,8059017381,929
Ray,Hux,109240289,4,9145874529,4509
Jason,Forster,268016374,3,3304799326,3617
Willard,Thornton,301380770,2,4402499048,3422
Jamie,Gagne,691057232,2,2764036350,224
Frank,Quick,14520464,2,4135287225,4901
Cecile,Bell,635309328,3,7137483285,684
Christopher,Carswell,639606308,2,8304518423,636
Byron,Smith,310298637,2,2192277272,3368
Micah,Dent,571651871,4,8585358242,1198
Edith,Green,487148332,4,5732098049,2000
Nora,Hammontree,605475284,3,4083212679,953
Brett,Backus,507075841,2,4023072730,1849
David,Steigerwald,196506970,2,6105468025,4115
Robert,Kerney,332624795,2,7082049687,3217
Juan,Durst,757019700,4,9316827690,147
Richard,Leonard,119865612,3,6462016934,4461
Micheal,Gurley,534511836,2,3608821291,1574
Chase,Grant,417961514,2,2516359956,2615
David,Mercer,418900152,3,2052424248,2604
Teresa,Vinson,167329797,2,6102597220,4217
Joanne,Roberts,137267779,3,9088407713,4395
Arthur,Robison,604621774,3,7603705915,959
Bruce,Sanchez,667269335,2,4046223072,425
Luke,Hickman,527741392,2,4804446996,1667
Jose,Pace,463065321,2,9407226051,2230
Myrna,Evans,619742910,4,2094894442,829
Cecelia,Candelaria,498622851,3,4172417320,1915
Frederick,Kinney,210708073,3,8144322756,4055
Richard,Murphy,562965835,4,2133596293,1282
Alan,Kirby,643306802,2,9792553064,602
Cherish,Marlar,237416234,2,9198576294,3849
John,Flores,80327823,3,6465422342,4621
Ann,McCullough,537043462,3,5092332347,1542
Patricia,Johnson,682073586,3,2525292861,289
Cynthia,Thomas,653204391,2,7202037979,506
Jeffrey,Scott,547794567,4,4083749167,1434
Alexander,Graves,550970482,4,7602476132,1410
Joseph,Ellsworth,152647796,2,7322474804,4300
Stacy,Walters,400566991,2,8598859722,2756
Jesse,Ramos,389236692,4,9204731240,2851
Stacey,Huggins,401546749,2,8593836895,2746
Thea,Carter,232161570,4,3045279788,3873
Rhonda,Loomis,539282328,2,4255915997,1519
Brian,Sullivan,772204631,2,3216746198,5
Stephen,Bennett,86481980,4,6315500637,4600
Lawrence,Morgan,298104854,2,4402836926,3442
Tonya,Cota,490096519,4,8166713366,1983
Otis,Sample,633664490,4,3613622572,696
Donald,Katzer,320060305,4,7735626742,3288
Norman,Gravois,616351124,2,6192914397,867
Fredia,Nantz,348487843,4,6184660382,3135
Janie,Medders,536373665,3,2069189795,1549
Michael,McJunkin,632706901,4,2547919840,702
Brenda,Gregory,141520852,2,7323669245,4364
Charles,Haywood,20189030,2,7814442416,4868
Vanessa,Chiesa,490584501,4,8168188463,1980
Kathy,Kettler,447082602,4,5804501641,2390
Anthony,Allen,296645715,2,6142879252,3455
John,Walsh,384588386,3,5866630869,2882
Joyce,Saucier,691018996,3,2762516338,229
Florence,Castellano,219452181,3,4438590287,3953
Douglas,Moody,492095685,3,4172154886,1969
Sara,Edwards,326079544,2,3097752770,3253
Gordon,Giltner,380504203,2,2319234611,2922
Kathleen,Cannon,434375446,4,9852695182,2462
Susan,Childress,40048149,2,8607288400,4774
Kimberly,Russell,492108726,4,3145035406,1968
Vicente,Lane,757017340,3,4236197574,149
Angel,Buchanan,502322047,4,7018465098,1889
Holly,Carter,488172809,3,3145424252,1995
Joy,Flores,267513277,3,9044706052,3627
Lillian,Jackson,97349131,2,8452061318,4560
Michael,Woolery,587445521,2,6014672888,1118
Christopher,Colon,263851759,3,9414799827,3671
Wilma,Smith,154189693,2,2018856078,4292
James,Garcia,687095240,2,3363469358,251
Oscar,Stolte,520944741,3,3078372149,1730
Janis,Tucker,509186862,3,7854363627,1822
Earl,Jones,698012281,2,7576560786,181
Eric,Fann,635928286,2,9403901857,674
Ross,Jones,456825784,3,4325234091,2285
Edna,Meehan,215243584,4,4439747099,4006
Jennifer,Edler,770327743,2,9042861563,28
Alena,Zhao,499016670,2,5738585070,1912
Fred,Iversen,31743590,3,5087621438,4815
Alison,Kight,643428284,3,9723368549,598
Jennifer,Goodrum,45367413,2,8604717769,4748
Harold,Williams,126018580,4,7169304340,4442
Dan,Johnson,485467290,3,3194620218,2012
Gerald,Nelson,641488863,4,5125903395,624
Mary,Hawkins,539686005,3,5092628274,1513
Laura,Scott,93780098,2,3155560232,4572
Eileen,Keenan,619568895,3,9512438923,830
George,Overton,450911187,2,8062284140,2348
James,Merced,633883097,2,8325134276,695
Jennifer,Morris,670183909,4,2293716702,398
Thomas,Null,639908805,3,9407163898,634
Gladys,Broussard,616217223,4,3107081956,868
Cynthia,Ward,630520707,2,2812143418,730
Edward,Thompson,206609353,4,7244679354,4078
Deborah,Ford,529635521,3,8012563498,1643
William,Weintraub,316072602,4,3172807183,3313
Marie,Grooms,212092153,2,3012744997,4050
Terry,Ponder,529420375,4,4354175015,1646
Erica,Coley,686059712,3,3367533484,261
Evan,Bauer,474541913,3,9522587602,2098
Dora,Toller,525459760,2,5055175313,1690
Johnny,Moreno,760016056,4,9312665971,126
Christopher,Stevens,476164705,2,9528535678,2084
Maria,Guzman,593325662,2,3525324040,1056
Raymond,Painter,595391987,2,7274126774,1029
George,Wilson,590969347,4,8509731486,1086
Wilma,Kindig,661015825,2,3183303912,455
Albert,Davis,366883013,3,9062284205,3021
Hannah,Hartman,439771922,3,3186520126,2436
Carl,Banks,133763985,4,6312913029,4419
Carol,Cornman,556403475,3,5306777313,1351
Emile,Moore,483238820,3,7127943388,2029
Eun,Gessner,254199994,2,4045576198,3750
Eleanor,Franklin,394883515,3,2629194678,2799
Vivian,Tollefson,467224313,2,9726183010,2188
Randall,Abbott,338743570,2,3099774366,3181
Floretta,Rivera,469104280,2,5077658157,2168
Mary,Morgan,277808479,4,3309387612,3551
Andrea,Tejeda,561209408,4,5303683688,1302
Joseph,McNeal,114249212,3,2126441125,4485
Daniel,McNamara,679090202,3,5014827995,332
Mark,Craft,629348061,4,9363289644,744
Samantha,Stahl,190035130,3,5706016517,4133
Sandra,Abbott,524794268,4,9704332405,1696
Anthony,Torres,247931686,3,8642881731,3787
Glenda,Hopkins,543907357,4,5414771303,1464
Jack,Huff,556427477,2,3104496317,1350
Theresa,Foster,296584414,3,5134602683,3456
Richard,Getty,698014580,4,5409974761,179
Kenneth,Skinner,512230031,3,6203246913,1798
Tamra,Smith,693012611,2,7037965465,215
Felix,Handy,13820288,3,7817126379,4905
Ashley,Huebner,329827399,2,7089444432,3233
Jacob,Martin,215043991,3,4103633130,4009
William,Bartel,691054588,2,5406537669,227
Carla,Schlosser,520121918,3,3079209905,1735
Jim,Garza,294704342,2,7409874208,3465
Phillip,Mannings,649096739,2,5058388358,543
Patrick,Irizarry,465954480,4,2148976136,2198
Robin,Williams,532687928,4,2062773341,1600
Matthew,Young,764056433,2,5203198673,106
Charles,Eddins,171327348,4,6104799769,4199
Victoria,Turnbull,424169713,2,2516488991,2556
Betty,Carey,65090375,4,2129158247,4673
Robert,Louis,365211148,2,2695986590,3032
Michael,Sorrells,328603714,2,3092773786,3240
Edward,Rosa,374462778,2,2699213774,2966
Elliott,Carlisle,147609137,4,7326382119,4330
Jim,Pearson,1660525,3,6035433992,4997
Pamela,Mechling,97703863,2,5186101805,4558
Karissa,Sandler,530882174,4,7759011857,1619
Michael,Negrin,481782812,4,5159341142,2043
Angel,Register,415915731,2,6156960860,2637
David,Dunham,7406251,3,2072965820,4956
Wm,Clay,362121789,2,2312376060,3060
Charles,Farwell,602350127,4,9495449160,983
Arthur,Buss,665090199,3,2257671254,437
Todd,Paulson,682057393,2,7045273997,290
Patricia,Schmitt,35606794,2,4018169414,4794
Juan,Santiago,2305944,4,6033915219,4992
Ken,Etheridge,443822425,4,9187391221,2412
Evelyn,Milligan,574106805,2,9075528224,1167
Barbara,Cook,320052057,2,2172595270,3289
Theresa,Tobin,625160647,3,4083761107,787
Mark,Nagel,165748299,3,5709668518,4224
Margaret,Otto,544136672,2,5032029111,1461
Lowell,Nunez,564097926,2,7143782622,1275
Robert,Mulholland,534011236,3,2532197787,1582
Jason,Castillo,468294809,2,5073546653,2175
Christopher,Kopp,352327332,2,3092235768,3114
Edward,Cochran,355887049,2,7088595852,3091
Jill,Galloway,522401801,3,7193480654,1716
Gary,Ulrich,642120854,2,9793184537,617
David,Rasmussen,380804778,3,9893014146,2918
Beth,Winter,377033317,4,2695861487,2952
Jessica,Russell,49643644,3,8607966397,4723
James,Funk,678015157,4,5014056600,346
Erna,Hudson,569212355,4,7143328272,1222
Keena,Krause,678101981,2,5015259891,339
Jane,Ervin,618055775,4,6264624248,849
Vickie,Stone,30563271,4,9783687378,4818
James,Hoggard,566847334,3,2092955777,1241
Karen,Ralph,307227394,2,3173351760,3388
Jonathan,Fuentes,758010305,2,8652359583,146
Dorothy,White,553271239,2,9252973169,1383
Joshua,Voss,528060027,4,8014693350,1664
David,Vasquez,422576547,3,3347926745,2570
Elaine,Cooper,197826440,4,7243729105,4112
Natalie,Cohen,511922892,4,6207024779,1802
Patricia,Marvin,620516180,4,8054930195,816
Mary,Conner,228025802,4,5407788844,3905
Michelle,Maldonado,519390594,4,2085802141,1742
Christopher,Cobb,769244026,3,7862874573,41
John,Childs,86056246,3,6466523400,4601
Marci,Collum,531700668,4,5097734422,1609
Abby,McMullen,464480552,4,8179061042,2216
Sean,Britton,636687427,4,4699413552,664
Christopher,Vowels,471057367,4,5078346845,2146
Clarence,Berg,617484326,4,5105947255,855
Susan,Mitchell,476269037,3,5072376526,2081
Paul,McCraw,494226034,4,5733769239,1946
Mary,Brown,624036692,3,8186688551,794
Lauren,Montgomery,60541061,3,3478669092,4688
Walter,Tejada,611820049,4,9518926611,902
Rod,Yale,318427147,3,2176443603,3293
Darrel,Ford,288083111,4,4192952362,3499
Alonzo,Stickler,25668778,4,5082129913,4843
Diana,Michael,235241543,3,3048239428,3860
Brenda,Burgher,381567106,2,8108781265,2911
Katlyn,Watkins,359105053,4,6189174407,3073
Cody,Horstman,336486777,3,8478304027,3192
Tony,Cox,316203926,2,8126686647,3312
Matthew,Tarwater,694017258,4,8042144458,211
Lorraine,Garcia,604538719,2,3232266922,960
Ervin,McAllister,47426489,3,2039962507,4737
Jessica,Ware,765035621,2,6027059439,93
Ronald,Dicken,625666321,3,5303881041,781
Beverly,Brown,8685995,3,8023841344,4942
Scott,Bryant,566292669,4,7077903878,1248
Beulah,Selvage,669246011,2,6789777247,406
Sharon,Marquez,555621609,3,7077282694,1362
John,Wolk,427977248,4,6012831501,2512
Barbara,Giannone,425732503,2,6623352160,2541
Kimberly,Williamson,45052613,4,8602927189,4750
Elizabeth,Kowalsky,266552317,2,3055749100,3635
James,Blackwelder,312302335,3,2602244302,3347
Joshua,White,361704394,2,7734041552,3064
Leslie,Herrera,118464485,4,2129199778,4466
James,Hsu,533017696,2,5099896133,1598
Nikki,Williams,568393153,3,5102479251,1230
Brenda,Storer,454631632,4,4323858884,2316
Gail,Lakey,307137559,2,7659477753,3389
William,Steele,601807719,4,6029197101,990
Jimmy,West,365985701,4,7345793596,3026
James,Sandoval,216034570,2,3018246522,3997
Essie,Capetillo,496448322,3,8168713931,1930
Harriet,Garrett,512030985,4,7854541919,1801
Tara,Moses,217293651,3,4104031137,3980
Alberto,Phillips,610411771,4,2133254446,915
Sun,Wade,16627528,2,7816470146,4887
Bridget,Garner,256466628,4,6783291168,3736
Linda,Redd,129788241,3,9147687041,4434
Debra,Belgrave,464424472,4,5126905491,2218
Mary,Debellis,240067923,3,3365167883,3835
Alfred,Smith,542727845,4,5036475421,1474
James,Jacobs,568823352,2,5596072856,1227
Gloria,Burley,431090946,4,8707065396,2481
Patrick,Kuntz,286017863,3,3302455982,3511
Angelia,Harrell,579268685,4,2026860742,1134
Jeanne,Good,51782634,3,8456062749,4716
Stacie,Dudek,389606469,2,6083922237,2848
Marie,Sorensen,179127494,3,5709889122,4171
Jeffrey,Cundiff,428287259,4,6628485850,2507
Shamika,Dias,627866807,3,2147043846,762
Terence,Mathews,372030467,4,5174397082,2985
Sylvia,Diggs,644820262,3,9368689919,579
Wilfred,Speers,463366865,2,4097470161,2227
Rachel,Conrad,589025995,3,3056252427,1112
Wilbert,Foster,21077465,2,8573074841,4866
Jermaine,Peavler,226516918,3,8048290774,3913
William,Thompson,682039588,2,8283656636,292
Benito,Fox,449498884,3,9155881617,2368
Juanita,Bouldin,606016831,4,5309984193,952
Alyson,Lee,767017477,3,9542562293,69
Ronald,Johnston,534390835,2,3605673650,1578
Wayne,Sosa,685053078,2,3362953086,269
Mary,Huddleston,147246697,4,2016855006,4334
Ann,Carter,516146511,4,4063281682,1772
Michael,Eberhardt,422331039,4,2053273124,2572
Sylvia,Scott,266210019,4,7862147993,3640
Gretchen,Brown,569463224,3,5107734045,1218
Lanny,Clark,377643379,4,3139334405,2949
Rick,Hampton,492368500,2,6607449143,1965
Kathleen,Eide,200324085,3,6102805380,4103
Juan,Brooks,653288258,3,3032985178,502
Alvina,Kapoor,62059175,3,2127486443,4684
Scott,Hurd,398449223,2,7156514489,2771
Arthur,Hebert,472747072,4,6127306154,2126
James,Mora,396125865,3,9207392580,2786
Nettie,Hall,637056339,4,4097209190,659
Ramon,Wagner,595476669,3,5614498454,1028
Amy,Miera,357640512,3,6306035548,3078
Raymond,Wooding,651143031,3,7202321315,528
Brett,Miller,533188230,4,5094751612,1594
Vernon,Via,373768670,4,9067707638,2972
Ruth,Troupe,643687652,3,8069466797,594
Belinda,Kelley,158115161,2,8562747663,4261
Beatrice,Gelb,388544869,4,7155392841,2857
Bryan,Douglas,288669488,4,9374268673,3492
Mary,Jansen,374101852,4,9894145268,2968
Collen,Emmons,485689469,2,7123650781,2010
Helen,Clanton,230302670,4,8046872969,3884
Estella,Simmons,516080166,2,4064741773,1774
Darlene,Wallace,621642673,4,9512887639,804
Brian,Eslick,206448203,4,2155494101,4081
Helene,Morgan,112541899,2,9176299198,4491
Anna,Innis,180321983,4,2156141300,4164
Kathy,Lukasik,485353636,2,3192174116,2014
Raymonde,Montano,768468244,3,4072771772,45
Russell,Norris,231641893,4,5403739631,3876
Florence,Hart,267260432,3,2394641172,3631
Tanya,Bowen,528500613,3,4357305570,1657
Chester,Pridemore,687093688,2,9103596659,252
Patricia,Webber,506393147,2,3089409246,1851
Beth,Fauver,549280980,2,2134894432,1422
James,Wadsworth,9484936,4,8022786290,4931
Esther,Reid,414542320,2,6153092139,2645
Anthony,Chatman,97942818,4,7184221251,4555
Erin,Huerta,602664483,3,4088279397,980
Earleen,Greenawalt,140301833,4,6096737845,4375
Esteban,Lemus,624781232,3,4086230307,790
Irene,Trotter,261955190,2,5618600582,3701
James,Torres,87763314,3,9149970528,4595
Vera,Spurlock,111019970,3,9143829488,4499
Lisa,Swing,639031125,3,9036873937,644
Luz,Decker,378782542,2,7345622963,2939
Patricia,Roy,87944964,4,6317031787,4591
Carmen,Ellis,489209618,2,4173317560,1988
Hazel,Chandler,544616228,2,5417562256,1455
Blanca,Trivette,266330349,3,7724928043,3638
Douglas,Miller,697013552,3,4344545284,185
Brandy,Jarmon,310091929,3,8123946538,3371
Debra,Nguyen,185626341,4,7176893642,4148
Thelma,Tyree,85384158,4,5163517109,4605
Luise,Gabbert,758016106,3,6155256577,142
Robin,Henderson,14303125,2,6172843590,4902
Giuseppe,Parrott,403446594,4,5026450524,2722
Shari,Irvin,508359388,4,3087721773,1836
Maria,Gray,473103385,4,3203081986,2122
Lloyd,Stonecipher,621058328,3,4084801086,809
Patricia,Chapin,549268573,4,8053749852,1423
Jody,Hunt,364947423,4,2485279710,3037
James,Bledsoe,126402558,4,8455620171,4440
David,Frost,652140623,3,7198684667,520
Margaret,Cantu,573175741,4,9094225641,1184
Miriam,Wade,450355792,2,2147784307,2356
Robert,Weatherford,113704701,3,5185832568,4488
Bobbie,Ericson,445907129,4,9187866241,2399
April,Collins,312279825,3,7658591408,3348
Joseph,Holt,348043337,3,6306773780,3138
Thomas,Muse,33586145,3,7812481642,4808
Grady,Brown,550222414,3,4083233462,1416
Ray,Brown,473193407,4,5075357464,2120
Jerry,Young,306168769,2,8127662620,3395
Brian,Kaufman,124546511,2,5855814606,4448
Marsha,Morrison,182626132,2,4847717490,4155
Jordan,Eastham,551486539,2,8588769352,1404
Vanessa,Brown,356103133,2,6308298925,3090
Dori,Hernandez,9440156,4,8027047835,4932
Carmen,Broussard,419608489,3,3346329525,2597
Johnny,Gleaton,40281996,3,8606978280,4771
Robert,Torres,750013901,4,8089677265,167
Louis,Davenport,456060108,3,9364146263,2298
James,Logan,310842294,3,2607101848,3362
Tracy,Sheffield,431293539,2,4795874420,2479
Sharon,Anderson,674038378,2,9124121313,374
Gilberto,Beauchesne,440761137,3,9189662907,2430
Jennifer,Leonard,566825418,3,7145901256,1242
Mary,Yates,270843251,2,3309987174,3592
Connie,Suggs,258704979,2,6782836830,3721
Laurie,Gerson,493072891,4,6608598000,1956
Joseph,Bowen,240716063,2,9106123562,3829
Venus,Wasser,287042126,4,9378488738,3506
Matthew,Weis,111563820,3,9174104784,4496
Richard,Mason,476362058,4,6125107093,2079
Carl,Martin,630014643,3,5123015106,738
Charles,Tillman,311135696,4,8124109684,3359
Jimmy,Gonzalez,444409742,2,4057337167,2406
Sol,Kohler,190383778,2,7242816271,4132
Joseph,Watson,590462303,2,8504693248,1092
Karen,Leonardo,759010486,2,9014090824,140
Jesse,Harper,535803419,2,3606778095,1560
James,Iddings,771481189,3,7725763634,11
Evelyn,Hill,15167926,4,3393378882,4899
Ralph,Kellogg,609122922,3,8183576022,928
Sharon,Eason,344609269,4,3127291685,3153
Edward,Brown,417708866,3,2565078183,2617
Marion,Ridgeway,551025291,3,3104077117,1409
Anthony,Gardner,673124979,2,2298967085,376
Peggy,Rochester,57142961,3,5189248952,4701
Joseph,England,630725275,4,9033939433,726
Mark,Vasquez,185500765,2,4125196507,4149
Kathleen,Walters,573808327,3,2092856734,1176
Todd,Moore,28760277,4,7745496685,4833
Mark,Brayton,535395719,2,2067162092,1565
Jeremy,Bronson,474082223,2,7636943540,2106
Oscar,Gonzalez,539485148,4,4259222625,1516
Craig,Moore,359947265,4,6184754322,3069
Richard,Herrera,551108982,4,9498626900,1408
Eduardo,Genest,595318159,4,8502282410,1030
Miquel,Belmonte,368227833,3,7343756022,3006
Myrtle,Davenport,23743589,2,5084126357,4851
Earnest,Short,376246667,2,9898341628,2957
Allen,Sellers,763012225,2,7313373205,112
Jeffery,Googe,303967472,4,2192287271,3410
Dylan,Green,600129779,4,6235562906,1020
Robert,Titus,48051507,2,2039211389,4733
Michael,McEwen,143926883,2,9735972458,4347
Peggy,Henry,137800890,4,8563768518,4391
William,Alvarez,170521997,3,4127997993,4204
Elias,Benjamin,164626270,2,8143737316,4229
Rosa,Carreon,461174240,3,9039576796,2244
Numbers,Griffin,357099856,4,3098335566,3081
Steven,Shorter,331045891,3,7735264460,3223
Patrick,Eades,173600169,2,2156603946,4191
Patricia,Murray,267073309,2,2398671075,3632
Mary,Schoen,334129028,4,7734348922,3210
Edith,Obando,693030793,2,7036502626,214
Richard,Bate,762014562,2,4233884391,116
Eduardo,Raymond,17286000,3,9788458771,4880
Sandra,Smith,265327464,3,4079622896,3652
Craig,Pease,89527893,4,2126633222,4586
Barbara,Reyes,687099686,3,3369955397,249
Debra,Smith,57142633,2,2125724889,4702
Curtis,Holloway,556603095,3,8316731202,1348
Stacy,Seitz,113783372,4,6072383333,4487
Anh,Storm,601672749,3,9282386573,994
Rick,Escobar,284483004,4,5133454370,3517
Thelma,Robinson,616508202,2,9253609574,865
Petra,Brown,401749657,4,2702471464,2745
Felicia,Whitby,315560645,4,7652686413,3315
Royce,Hicks,86927613,2,2122449954,4599
Lois,Harvey,589498714,3,3522459136,1106
Timothy,Clymer,503324561,4,6056658023,1875
Dennis,Ballew,643102777,2,4696542984,606
Bernice,McGahan,180301604,3,2155734093,4165
Kirk,Porter,650019960,3,7194571437,540
Marcela,Morrow,641887076,4,4695676822,618
Shana,Shepard,4226764,4,2078541499,4980
Charlotte,Robertson,472326046,4,2186820307,2133
James,Barnes,660034078,2,9853812345,460
Donna,Willis,564462431,3,6195956083,1269
Elisabeth,Gries,606366659,4,8189491589,948
Jerry,Stamant,573876380,4,6506324675,1174
Judith,Tom,652181390,4,9703298733,518
John,Coger,3684155,3,6038646763,4985
Delbert,Hall,337665711,4,3098722074,3186
Christopher,Hinkle,668013336,3,2292548893,420
Howard,Perera,296649702,3,9372016762,3454
William,Gutierrez,165784000,2,2158700163,4223
Essie,Morrison,403281698,4,8593351946,2729
William,Pfeifer,425080078,4,6012435665,2548
John,Crider,750013130,2,8083433019,168
Johnny,Molter,454219023,3,4692720211,2320
Loretta,Johnson,91646350,4,5182550887,4578
Amanda,Malone,237687736,2,7043522320,3846
Allison,Honaker,685075467,3,9194102971,265
Helen,Cope,557199135,4,7148876589,1340
Edward,Dowell,609129942,3,9516621436,927
Boyd,Chapman,475605139,4,5073296024,2088
Charlie,Newquist,594217819,3,3059894559,1045
Shirley,McDaniel,417437678,2,2564155267,2621
Christine,Williams,445920823,3,9183123181,2398
Jamie,Shattuck,587174246,4,6623768642,1121
Hazel,Moore,446505086,3,9185188967,2394
Cecilia,Thompson,203521467,2,4843799911,4091
Marjorie,George,530275660,3,7023438639,1635
Antonio,Ertl,15702314,2,3392190500,4894
Donna,Montgomery,558044916,2,6509388250,1331
Samuel,Roque,569304154,4,2136883404,1221
Alexander,Kelly,143113117,3,8567838154,4354
April,Daniels,344209696,3,3128402163,3157
Marie,Richardson,400968735,3,2708793381,2754
Michele,Abernathy,96507738,4,5184270267,4562
Daniel,Horton,383122582,4,6163744236,2896
Elva,Hinton,148424064,2,8569107570,4325
Albert,Moore,449928036,2,9403820197,2360
Danny,Overholt,212032311,2,4107542478,4051
Micheal,Smith,286182788,4,3307827419,3510
Todd,Herrington,420624028,4,2564799096,2587
Laverne,Snyder,203078494,2,5709523763,4092
Mattie,Hamilton,603189669,3,2138920683,977
Joe,Larsen,188565949,4,6107491913,4138
Todd,Graham,690094690,3,3367339583,232
Ryan,Everly,417553511,3,2567707776,2620
Kari,Maker,11402218,3,7742353290,4922
Robert,Abril,618442363,3,4086258825,844
Vivian,Inman,236645287,3,3044154072,3853
Curtis,Whitt,235444498,4,3047330903,3859
Lori,McElroy,590830742,2,5614355260,1088
Bertha,Jenkins,574193419,4,9074438815,1163
Nicholas,Smith,411687313,2,4235267876,2659
Matthew,Karl,630606292,3,2815193213,729
Kimberly,Bowling,603245318,4,4158995526,975
Annemarie,Cole,617029706,4,2139666873,858
Lloyd,Groves,386429829,3,7346692686,2865
Maria,McClain,9742656,2,8029331348,4928
Michael,Coleman,392175127,4,7153686973,2831
Sandra,Kimberling,542638007,4,9712193018,1475
Nicholas,Gonzalez,299744525,2,7407162722,3429
Jeffery,Robinson,352286618,3,8158124841,3115
Richard,Hernandez,491306358,2,5738289830,1975
Judith,Wall,171303025,2,6106857233,4200
Benny,Baker,177442927,3,2679298282,4179
Margaret,Holm,522537671,4,3032358696,1715
Bruce,Kohl,368509692,4,9896053294,3005
Benjamin,Brown,604055269,4,6619029500,968
Jorge,Quinlan,214072080,2,2403444955,4026
Reyna,Wait,562263995,4,3239973267,1287
Nancy,Guerra,691013723,2,7038389374,230
Misty,Faucette,429583875,4,5012189766,2494
Elizabeth,Haddix,155011034,2,9738842884,4284
George,Barnes,392326077,4,7154080958,2830
Stephen,Penland,407501236,3,6067350182,2683
Jennifer,McAfee,328344039,2,3095987327,3243
Louis,Crawford,395306833,3,2628509312,2795
Louis,Carder,112241366,4,5857288134,4493
Rosa,Rose,672283039,4,2294174564,380
Felicia,Guzzi,29403374,3,6177911722,4826
Gerald,Hanson,15240567,2,5085046313,4897
Nikia,Ponder,771441079,2,8639683293,14
Thomas,Horner,374583254,4,2696927975,2964
Juanita,Turner,434350189,2,2254732543,2463
Matthew,Still,767305985,4,4075759564,63
Teresa,Townes,271144063,2,6146464115,3591
Jenny,Oliva,501173083,4,7019670208,1898
Edward,Mohler,174549668,3,6105447476,4188
Mary,Dutra,409672447,3,4234333693,2669
Sarah,Stevenson,138549114,4,9734072456,4386
Christopher,Merritt,129420223,4,8458553443,4435
Tyrone,Williams,450627206,2,2818584235,2354
Rosemarie,Cole,56767612,3,2129654993,4704
Terrell,Thomas,25461264,2,7815063790,4845
Aurora,Cabrera,612562732,4,9515417148,897
Myrna,Taylor,308809451,3,8126911139,3376
Linda,Pedersen,389686564,3,7156127204,2846
Erwin,Sharp,148121187,2,8565339073,4327
Rosemary,Solis,317224448,2,2198746375,3305
Margie,Trapani,638126118,2,8064745927,651
Lindsay,Russell,336018248,3,2244303363,3199
Sean,Denton,156968564,2,9084909399,4275
Michael,Pough,21729666,3,9786567799,4863
David,Dingus,329166082,4,8475060705,3238
Monica,Moore,530628723,2,7026708347,1626
Raul,Harmon,179546731,3,7243623099,4168
Oscar,Martinez,611214966,4,8319103537,909
Sean,Jacques,53466993,2,5853885758,4712
Walter,Tucker,574248051,3,9078956651,1162
Virginia,Dagostino,223043234,3,7573290381,3927
Matthew,Santos,275801930,3,4198243098,3556
Paula,Owens,148968531,3,9089910363,4317
Lenora,Lambert,559212615,3,9095655532,1322
Beatrice,Lee,428818507,3,6015552751,2500
Richard,Lancaster,611502520,3,3239219921,904
Harriet,Wolf,284058276,3,3305199459,3518
Emily,Robinson,632077723,2,9797164119,710
Larry,Jones,536626351,3,3603223868,1547
Peter,Harris,368018116,4,2486048030,3008
Mariann,Peterson,163468410,3,4125493020,4236
Coleen,Schmidt,272107206,4,7405181950,3584
Consuelo,Griffin,568053945,3,6264302344,1234
Claude,Zuniga,212583563,4,4107347456,4043
Rose,Hedrick,405589079,3,8594982219,2702
Helen,Haggerty,419688878,3,2565974942,2596
Brian,Pruitt,299184966,3,9376720381,3433
Roberto,Herman,634263078,2,9036194946,690
Irwin,Fields,566130373,2,5108616594,1249
Michael,Bowen,479294215,3,5635746991,2058
Thomas,Hammond,496989191,2,6602699306,1925
Ryan,Berkley,537780127,4,2532747713,1537
Thomas,Peterson,694036878,2,7036898264,205
Jake,Williams,546743414,4,8582720567,1442
Tambra,Aten,757013696,2,4236659866,151
Rory,Gamble,515188946,4,3166525401,1779
Lori,Lemieux,465319015,2,9563447923,2206
John,Thomas,265129730,4,9042820470,3656
Peter,Johnson,574266256,2,9077240372,1161
Brian,Gillison,272061955,2,4197503485,3585
Lee,Howard,42541852,3,2032691609,4759
Teresa,Booher,440101055,3,9186494401,2434
Connie,Griffin,625498002,4,9164633514,783
Marjorie,Payne,662072558,4,3188809658,450
Dorothy,Sweeney,424379129,3,2566292306,2552
Mark,Johnson,541342554,3,5417923899,1491
Rachelle,Coffman,196668207,3,2156133529,4114
David,Briggs,156740643,3,9083441840,4277
Bessie,Hass,698034895,3,7576832110,177
Tawny,Jordan,434071245,4,3376667761,2464
Mike,Norman,433355436,3,3184475869,2468
Alice,Shepherd,586324851,4,6704886697,1123
Fernando,Smith,395923700,4,7155199755,2787
Desiree,Mathis,416333884,3,2518435663,2634
Kay,Childers,192329719,3,4847884876,4126
Merle,Green,546306804,3,5626884927,1448
Velma,Walker,349987305,2,3122350821,3130
Juan,Blake,8187654,4,8027259269,4951
Harriet,Mosley,83404003,4,6463287523,4615
Miriam,Silver,501848641,3,7017472701,1894
May,Irvin,473297550,2,5074745366,2117
Heather,Jones,630076007,3,2813495634,737
