OfferID,PropertyID,Date,BuyerTaxID(Person: TaxID),OfferAmount,OfferStatus
2575,2575,2009-02-26,427157164,1397000,p
2576,2576,1983-07-21,336420967,1139000,a
2577,2577,2010-07-02,462279859,381000,d
2578,2578,1987-03-21,565936176,325000,a
2579,2579,1996-04-12,766507734,1606000,a
2580,2580,2015-12-06,272180133,912000,p
2581,2581,1998-02-10,247525743,1179000,d
2582,2582,1978-08-11,521511814,979000,p
2583,2583,2014-01-30,5242523,1497000,a
2584,2584,2017-05-16,529830013,1721000,d
2585,2585,2002-04-15,103204707,1051000,d
2586,2586,1992-08-03,289906696,1928000,p
2587,2587,1988-05-09,539057592,1391000,a
2588,2588,2010-12-06,363071995,938000,p
2589,2589,1994-05-01,359661409,1949000,d
2590,2590,2005-01-18,248892630,260000,a
2591,2591,2010-12-12,87883755,862000,p
2592,2592,2008-03-22,620606238,570000,p
2593,2593,1985-09-27,519186391,377000,d
2594,2594,1981-11-12,71725809,231000,a
2595,2595,2004-02-28,122034106,201000,a
2596,2596,2002-04-09,157801391,619000,a
2597,2597,1992-01-20,316880563,529000,d
2598,2598,2005-07-30,665091646,1637000,a
2599,2599,1985-09-17,241739465,869000,p
2600,2600,1981-06-27,289749537,1674000,a
2601,2601,1979-05-16,278901173,353000,p
2602,2602,2017-02-11,472924296,624000,a
2603,2603,2017-06-26,524523343,1625000,p
2604,2604,2016-12-27,609076353,1727000,d
2605,2605,1987-09-21,109240289,532000,a
2606,2606,2016-09-08,268016374,1648000,p
2607,2607,1991-01-11,301380770,474000,a
2608,2608,1997-11-16,691057232,1989000,a
2609,2609,1988-09-23,14520464,1958000,a
2610,2610,1994-09-04,635309328,1064000,a
2611,2611,1978-08-03,639606308,628000,a
2612,2612,2002-02-19,310298637,590000,a
2613,2613,1981-10-14,571651871,542000,a
2614,2614,2017-06-02,487148332,220000,a
2615,2615,1990-02-28,605475284,1241000,a
2616,2616,1982-01-23,507075841,1813000,a
2617,2617,1999-08-09,196506970,1140000,a
2618,2618,1980-03-23,332624795,890000,d
2619,2619,1978-06-29,757019700,1580000,p
2620,2620,2009-06-27,119865612,357000,a
2621,2621,2001-09-05,534511836,1782000,p
2622,2622,2009-05-06,417961514,1387000,a
2623,2623,2016-03-25,418900152,779000,a
2624,2624,2001-04-05,167329797,1343000,d
2625,2625,1984-07-23,137267779,1832000,d
2626,2626,2016-10-18,604621774,700000,a
2627,2627,2007-11-05,667269335,940000,d
2628,2628,1983-06-08,527741392,1163000,p
2629,2629,2013-08-11,463065321,300000,d
2630,2630,2011-07-16,619742910,667000,d
2631,2631,2008-08-19,498622851,862000,d
2632,2632,1983-03-25,210708073,1509000,d
2633,2633,1978-04-04,562965835,901000,d
2634,2634,1994-10-26,643306802,1946000,d
2635,2635,1998-11-30,237416234,482000,p
2636,2636,2016-09-18,80327823,913000,a
2637,2637,2015-05-02,537043462,1603000,a
2638,2638,1990-06-03,682073586,1948000,p
2639,2639,2003-02-17,653204391,1503000,d
2640,2640,2001-08-12,547794567,327000,p
2641,2641,1983-10-13,550970482,1199000,a
2642,2642,1990-07-11,152647796,1827000,d
2643,2643,1991-05-11,400566991,203000,d
2644,2644,2008-05-09,389236692,1264000,p
2645,2645,1999-09-07,401546749,436000,p
2646,2646,2005-08-16,232161570,1471000,d
2647,2647,2000-12-23,539282328,1610000,a
2648,2648,2001-01-09,772204631,206000,d
2649,2649,2010-02-02,86481980,414000,a
2650,2650,2010-04-15,298104854,496000,p
2651,2651,2017-04-23,490096519,1120000,a
2652,2652,1984-02-07,633664490,753000,d
2653,2653,1990-10-10,320060305,1056000,p
2654,2654,2015-12-03,616351124,217000,p
2655,2655,1996-03-28,348487843,1041000,a
2656,2656,2001-06-09,536373665,543000,d
2657,2657,1989-07-08,632706901,379000,d
2658,2658,1989-06-02,141520852,824000,d
2659,2659,1992-04-13,20189030,710000,a
2660,2660,1982-08-22,490584501,1739000,p
2661,2661,1996-10-12,447082602,282000,p
2662,2662,1989-06-12,296645715,342000,p
2663,2663,2015-10-24,384588386,1515000,p
2664,2664,1993-02-13,691018996,1620000,a
2665,2665,2008-12-10,219452181,1308000,d
2666,2666,2008-04-10,492095685,273000,p
2667,2667,2006-05-22,326079544,948000,d
2668,2668,1983-03-03,380504203,554000,a
2669,2669,2005-02-20,434375446,619000,d
2670,2670,2007-10-01,40048149,1489000,d
2671,2671,2012-06-28,492108726,838000,a
2672,2672,2006-07-08,757017340,333000,a
2673,2673,1981-10-11,502322047,1573000,d
2674,2674,1982-05-01,488172809,373000,p
2675,2675,2000-01-30,267513277,371000,d
2676,2676,1986-05-09,97349131,1963000,a
2677,2677,2017-04-22,587445521,1234000,p
2678,2678,2010-09-25,263851759,803000,d
2679,2679,2001-04-04,154189693,687000,d
2680,2680,1981-10-26,687095240,1614000,d
2681,2681,2008-08-17,520944741,815000,p
2682,2682,1987-09-12,509186862,1483000,a
2683,2683,1979-07-28,698012281,1775000,a
2684,2684,1992-02-29,635928286,931000,a
2685,2685,1985-04-24,456825784,541000,a
2686,2686,2003-08-12,215243584,1190000,a
2687,2687,1982-06-04,770327743,843000,p
2688,2688,1982-09-01,499016670,1558000,p
2689,2689,1993-07-27,31743590,1245000,p
2690,2690,2014-06-01,643428284,1698000,a
2691,2691,2008-11-20,45367413,1534000,p
2692,2692,1989-08-05,126018580,1503000,a
2693,2693,1989-01-25,485467290,203000,p
2694,2694,2004-04-21,641488863,747000,d
2695,2695,2014-05-16,539686005,1423000,p
2696,2696,1993-03-30,93780098,794000,p
2697,2697,2007-06-24,619568895,1058000,p
2698,2698,1982-10-12,450911187,1296000,a
2699,2699,1980-06-23,633883097,1283000,d
2700,2700,1999-12-04,670183909,847000,a
2701,2701,2013-12-18,639908805,786000,p
2702,2702,2017-06-21,616217223,257000,p
2703,2703,1989-03-15,630520707,1115000,p
2704,2704,1993-09-10,206609353,1527000,a
2705,2705,2017-03-31,529635521,681000,p
2706,2706,1990-10-27,316072602,737000,d
2707,2707,1995-05-19,212092153,441000,p
2708,2708,1986-07-09,529420375,1115000,p
2709,2709,1995-03-04,686059712,1407000,d
2710,2710,2015-01-10,474541913,1119000,d
2711,2711,1980-11-06,525459760,1968000,d
2712,2712,1988-02-27,760016056,1108000,d
2713,2713,1984-11-03,476164705,892000,a
2714,2714,2007-10-05,593325662,1929000,d
2715,2715,1986-10-01,595391987,1338000,a
2716,2716,1992-10-22,590969347,357000,a
2717,2717,1981-08-30,661015825,1296000,d
2718,2718,1993-06-12,366883013,279000,a
2719,2719,1996-07-04,439771922,318000,a
2720,2720,2016-08-09,133763985,1648000,a
2721,2721,1992-06-24,556403475,1948000,a
2722,2722,2007-06-16,483238820,1298000,p
2723,2723,1993-08-15,254199994,721000,d
2724,2724,1987-02-24,394883515,1137000,d
2725,2725,1986-06-09,467224313,729000,a
2726,2726,2006-04-06,338743570,248000,d
2727,2727,2014-10-25,469104280,534000,d
2728,2728,2008-08-07,277808479,1512000,p
2729,2729,1996-01-22,561209408,1088000,a
2730,2730,2015-07-19,114249212,1464000,d
2731,2731,2004-12-07,679090202,1214000,a
2732,2732,1988-05-28,629348061,855000,p
2733,2733,2016-08-09,190035130,478000,p
2734,2734,1988-07-23,524794268,1334000,a
2735,2735,1982-03-25,247931686,865000,p
2736,2736,2017-10-13,543907357,1556000,p
2737,2737,1980-07-05,556427477,573000,d
2738,2738,1998-03-31,296584414,263000,p
2739,2739,1981-06-11,698014580,1675000,d
2740,2740,1988-08-10,512230031,1495000,a
2741,2741,2016-06-19,693012611,1100000,p
2742,2742,1979-08-06,13820288,1395000,a
2743,2743,2002-08-18,329827399,1916000,p
2744,2744,2006-06-11,215043991,869000,a
2745,2745,2004-05-26,691054588,1146000,d
2746,2746,2007-04-12,520121918,1917000,p
2747,2747,2014-11-13,294704342,1931000,p
2748,2748,1979-07-09,649096739,1499000,p
2749,2749,1994-11-12,465954480,328000,d
2750,2750,2006-07-30,532687928,591000,p
2751,2751,2010-12-21,764056433,1732000,p
2752,2752,2008-05-14,171327348,479000,a
2753,2753,1993-04-28,424169713,1774000,d
2754,2754,2003-09-02,65090375,1554000,p
2755,2755,1996-07-06,365211148,872000,a
2756,2756,1981-05-04,328603714,1599000,a
2757,2757,1981-05-02,374462778,1531000,p
2758,2758,2013-09-24,147609137,205000,a
2759,2759,1989-12-19,1660525,1638000,d
2760,2760,1985-05-01,97703863,1621000,a
2761,2761,2015-12-19,530882174,1692000,p
2762,2762,2006-01-11,481782812,242000,p
2763,2763,2011-03-02,415915731,656000,p
2764,2764,1989-07-11,7406251,530000,a
2765,2765,2015-05-13,362121789,294000,a
2766,2766,2003-05-26,602350127,639000,a
2767,2767,1999-04-29,665090199,863000,d
2768,2768,1990-09-08,682057393,561000,d
2769,2769,2000-07-03,35606794,716000,p
2770,2770,2015-12-21,2305944,1686000,a
2771,2771,1980-07-15,443822425,1051000,p
2772,2772,2013-11-28,574106805,920000,d
2773,2773,2003-08-04,320052057,211000,d
2774,2774,2002-05-23,625160647,1777000,a
2775,2775,2016-09-10,165748299,1507000,a
2776,2776,1979-02-09,544136672,789000,d
2777,2777,2011-12-06,564097926,1836000,p
2778,2778,1985-08-13,534011236,1729000,a
2779,2779,1982-04-18,468294809,1104000,p
2780,2780,1989-11-20,352327332,398000,d
2781,2781,2002-11-28,355887049,1887000,d
2782,2782,1987-10-29,522401801,1301000,a
2783,2783,1988-01-16,642120854,450000,a
2784,2784,1987-11-03,380804778,529000,p
2785,2785,1984-02-29,377033317,1086000,d
2786,2786,1998-02-08,49643644,1679000,a
2787,2787,1990-06-01,678015157,518000,a
2788,2788,1993-01-03,569212355,745000,p
2789,2789,2010-01-20,678101981,1294000,a
2790,2790,1995-10-04,618055775,325000,p
2791,2791,1986-02-24,30563271,887000,d
2792,2792,2005-03-28,566847334,1716000,p
2793,2793,1980-05-14,307227394,770000,p
2794,2794,2013-03-27,758010305,357000,d
2795,2795,1988-06-14,553271239,1461000,p
2796,2796,1985-05-19,528060027,770000,d
2797,2797,1980-02-11,422576547,1152000,a
2798,2798,1989-05-27,197826440,1521000,d
2799,2799,1989-12-22,511922892,698000,p
2800,2800,1984-06-24,620516180,1653000,p
2801,2801,2016-06-12,228025802,1014000,d
2802,2802,1997-06-22,519390594,1577000,d
2803,2803,1984-04-07,769244026,1929000,a
2804,2804,1997-06-04,86056246,1701000,d
2805,2805,1996-08-10,531700668,398000,p
2806,2806,2001-08-25,464480552,1834000,a
2807,2807,2012-10-18,636687427,374000,d
2808,2808,1996-04-10,471057367,1174000,d
2809,2809,2015-04-13,617484326,427000,a
2810,2810,2001-09-24,476269037,833000,d
2811,2811,1984-03-24,494226034,311000,a
2812,2812,2003-01-27,624036692,1331000,p
2813,2813,2002-06-03,60541061,589000,a
2814,2814,2001-11-18,611820049,724000,d
2815,2815,1998-03-22,318427147,761000,d
2816,2816,2009-05-17,288083111,600000,a
2817,2817,2004-03-19,25668778,471000,a
2818,2818,1992-06-12,235241543,282000,a
2819,2819,1992-06-07,381567106,1069000,p
2820,2820,1998-09-06,359105053,1824000,a
2821,2821,1997-01-31,336486777,1401000,a
2822,2822,2011-05-23,316203926,645000,p
2823,2823,2003-08-03,694017258,250000,p
2824,2824,2009-11-05,604538719,626000,p
2825,2825,2000-05-12,47426489,901000,d
2826,2826,2001-02-05,765035621,584000,d
2827,2827,1994-07-09,625666321,609000,a
2828,2828,2006-10-12,8685995,954000,a
2829,2829,1992-04-12,566292669,1388000,d
2830,2830,1984-06-22,669246011,326000,a
2831,2831,1997-12-23,555621609,480000,a
2832,2832,1996-06-22,427977248,1010000,a
2833,2833,2012-06-21,425732503,381000,a
2834,2834,1993-06-21,45052613,1296000,a
2835,2835,1993-08-18,266552317,511000,d
2836,2836,1992-04-04,312302335,428000,d
2837,2837,1983-06-26,361704394,599000,p
2838,2838,2016-11-05,118464485,1177000,p
2839,2839,2001-07-28,533017696,440000,p
2840,2840,1998-06-01,568393153,1334000,d
2841,2841,1986-06-03,454631632,1052000,a
2842,2842,1980-12-01,307137559,1155000,a
2843,2843,2000-12-06,601807719,1621000,d
2844,2844,1991-09-11,365985701,1554000,a
2845,2845,2015-11-18,216034570,1049000,d
2846,2846,2001-06-27,496448322,1328000,d
2847,2847,2014-09-08,512030985,1404000,a
2848,2848,1983-08-26,217293651,672000,d
2849,2849,2004-06-15,610411771,278000,a
2850,2850,1999-11-25,16627528,1736000,d
2851,2851,2012-01-11,256466628,1369000,a
2852,2852,2017-04-07,129788241,1549000,d
2853,2853,1996-08-20,464424472,935000,p
2854,2854,1985-12-24,240067923,1569000,a
2855,2855,2008-09-07,542727845,309000,p
2856,2856,1999-12-08,568823352,818000,p
2857,2857,2009-04-02,431090946,1319000,a
2858,2858,2016-10-01,286017863,1833000,a
2859,2859,2008-08-11,579268685,743000,a
2860,2860,1997-06-03,51782634,1422000,p
2861,2861,1993-09-05,389606469,200000,a
2862,2862,2007-10-28,179127494,1858000,a
2863,2863,1992-07-07,428287259,1659000,d
2864,2864,1998-11-25,627866807,1014000,d
2865,2865,1993-10-30,372030467,811000,a
2866,2866,2012-04-11,644820262,1667000,a
2867,2867,1996-01-15,463366865,1089000,p
2868,2868,1978-12-12,589025995,920000,p
2869,2869,1987-08-12,21077465,946000,a
2870,2870,1986-02-28,226516918,682000,a
2871,2871,1990-04-24,682039588,1040000,p
2872,2872,1982-01-04,449498884,1128000,a
2873,2873,2002-04-03,606016831,543000,d
2874,2874,1983-12-28,767017477,1327000,p
2875,2875,1987-06-08,534390835,243000,d
2876,2876,1993-11-28,685053078,1141000,a
2877,2877,2003-02-19,147246697,1250000,a
2878,2878,1993-10-29,516146511,460000,a
2879,2879,1987-10-20,422331039,688000,a
2880,2880,1982-04-26,266210019,786000,d
2881,2881,2011-07-06,569463224,251000,a
2882,2882,1986-02-24,377643379,1546000,d
2883,2883,1989-08-11,492368500,810000,d
2884,2884,1997-01-11,200324085,1755000,p
2885,2885,1983-09-12,653288258,1556000,p
2886,2886,2009-09-14,62059175,1233000,p
2887,2887,1995-02-12,398449223,568000,d
2888,2888,1981-06-04,472747072,1303000,a
2889,2889,2003-09-11,396125865,282000,d
2890,2890,1980-10-11,637056339,1479000,d
2891,2891,1992-07-22,595476669,1201000,d
2892,2892,1997-04-19,357640512,728000,p
2893,2893,2006-06-15,651143031,1536000,p
2894,2894,1985-02-20,533188230,1992000,a
2895,2895,2015-04-01,373768670,1039000,p
2896,2896,2004-05-19,643687652,223000,d
2897,2897,2017-05-02,158115161,500000,p
2898,2898,2006-05-12,388544869,891000,d
2899,2899,2006-10-28,288669488,1585000,d
2900,2900,2005-01-15,374101852,618000,p
2901,2901,2012-05-04,485689469,1053000,p
2902,2902,1984-03-23,230302670,685000,p
2903,2903,1980-12-22,516080166,381000,p
2904,2904,2011-05-10,621642673,1065000,d
2905,2905,2009-03-28,206448203,718000,d
2906,2906,2008-07-01,112541899,862000,a
2907,2907,1998-07-24,180321983,795000,d
2908,2908,1995-03-10,485353636,938000,a
2909,2909,2005-12-17,768468244,1723000,d
2910,2910,1991-10-25,231641893,1167000,a
2911,2911,2000-03-06,267260432,1869000,a
2912,2912,2014-06-10,528500613,834000,a
2913,2913,2014-01-31,687093688,1910000,d
2914,2914,1983-05-18,506393147,1931000,a
2915,2915,2015-11-03,549280980,1075000,a
2916,2916,2014-04-08,9484936,392000,p
2917,2917,2008-06-20,414542320,439000,a
2918,2918,2008-11-21,97942818,1586000,p
2919,2919,1983-11-15,602664483,1630000,d
2920,2920,2000-04-19,140301833,1509000,d
2921,2921,1981-08-20,624781232,316000,d
2922,2922,1980-10-25,261955190,1032000,p
2923,2923,2012-10-22,87763314,1860000,a
2924,2924,1986-04-09,111019970,344000,d
2925,2925,1984-01-25,639031125,559000,p
2926,2926,2004-09-05,378782542,755000,p
2927,2927,2008-11-25,87944964,250000,a
2928,2928,2017-03-25,489209618,1818000,a
2929,2929,1991-08-28,544616228,732000,d
2930,2930,1999-06-16,266330349,941000,p
2931,2931,2005-02-17,697013552,1575000,d
2932,2932,1987-08-11,310091929,1541000,p
2933,2933,1992-05-24,185626341,1724000,a
2934,2934,1978-10-23,85384158,566000,a
2935,2935,2006-01-16,758016106,1199000,a
2936,2936,2011-09-03,14303125,474000,a
2937,2937,2002-09-30,403446594,1227000,a
2938,2938,2001-03-24,508359388,388000,p
2939,2939,2017-03-12,473103385,1400000,a
2940,2940,2002-11-11,621058328,1958000,p
2941,2941,1983-10-28,549268573,1687000,d
2942,2942,2015-01-11,364947423,1642000,p
2943,2943,2016-04-27,126402558,1166000,p
2944,2944,1994-02-22,652140623,915000,a
2945,2945,1990-11-09,573175741,1900000,a
2946,2946,1999-09-01,450355792,1711000,a
2947,2947,2008-03-21,113704701,816000,p
2948,2948,2014-01-27,445907129,1062000,a
2949,2949,1983-07-21,312279825,564000,p
2950,2950,1994-03-12,348043337,866000,d
2951,2951,1996-01-30,33586145,938000,p
2952,2952,1999-07-23,550222414,1801000,p
2953,2953,1993-10-01,473193407,456000,p
2954,2954,1986-09-28,306168769,1943000,a
2955,2955,1995-12-23,124546511,700000,a
2956,2956,1990-02-07,182626132,1839000,p
2957,2957,2001-09-02,551486539,316000,a
2958,2958,1989-03-30,356103133,316000,d
2959,2959,2000-05-17,9440156,613000,d
2960,2960,1998-09-15,419608489,669000,d
2961,2961,1982-03-25,40281996,1115000,d
2962,2962,1991-09-04,750013901,1570000,a
2963,2963,2012-07-24,456060108,753000,a
2964,2964,1983-08-08,310842294,768000,a
2965,2965,1989-01-17,431293539,993000,p
2966,2966,1978-11-17,674038378,1259000,d
2967,2967,2004-03-10,440761137,444000,p
2968,2968,1983-11-22,566825418,342000,p
2969,2969,1989-01-25,270843251,921000,p
2970,2970,1982-07-15,258704979,762000,p
2971,2971,1989-03-22,493072891,970000,d
2972,2972,1996-12-22,240716063,289000,d
2973,2973,1984-05-20,287042126,336000,a
2974,2974,2001-10-02,111563820,857000,a
2975,2975,1990-08-05,476362058,575000,p
2976,2976,2008-07-06,630014643,1559000,a
2977,2977,1992-12-22,311135696,912000,a
2978,2978,1983-07-03,444409742,914000,d
2979,2979,2005-06-08,190383778,1680000,p
2980,2980,1995-01-26,590462303,1300000,a
2981,2981,1989-03-14,759010486,670000,d
2982,2982,1979-03-14,535803419,671000,p
2983,2983,1986-11-17,771481189,1981000,a
2984,2984,1999-02-25,15167926,871000,d
2985,2985,2012-02-26,609122922,1030000,p
2986,2986,1978-10-02,344609269,623000,a
2987,2987,2014-08-09,417708866,356000,p
2988,2988,1988-09-28,551025291,1388000,d
2989,2989,1986-01-16,673124979,1168000,d
2990,2990,2001-08-14,57142961,607000,d
2991,2991,2008-08-12,630725275,1212000,d
2992,2992,2004-10-29,185500765,1047000,a
2993,2993,2014-09-30,573808327,1565000,a
2994,2994,1984-06-04,28760277,1147000,a
2995,2995,1981-07-14,535395719,1539000,p
2996,2996,1999-07-16,474082223,308000,p
2997,2997,1984-12-29,539485148,326000,d
2998,2998,1994-01-08,359947265,911000,a
2999,2999,2015-06-04,551108982,293000,p
3000,3000,1982-01-03,595318159,1301000,d
3001,3001,2003-07-22,368227833,778000,d
3002,3002,2011-01-27,23743589,1955000,p
3003,3003,2000-01-27,376246667,312000,a
3004,3004,1987-09-17,763012225,868000,p
3005,3005,1980-01-19,303967472,1331000,a
3006,3006,2002-01-14,600129779,1793000,p
3007,3007,1994-06-11,48051507,878000,a
3008,3008,1986-08-07,143926883,1199000,d
3009,3009,2015-03-20,137800890,769000,p
3010,3010,1985-05-26,170521997,624000,d
3011,3011,2017-04-22,164626270,1151000,d
3012,3012,1983-07-19,461174240,915000,p
3013,3013,2000-03-09,357099856,796000,p
3014,3014,1980-10-30,331045891,895000,d
3015,3015,2010-08-05,173600169,469000,p
3016,3016,1990-03-19,267073309,926000,d
3017,3017,1987-10-25,334129028,623000,a
3018,3018,1994-01-11,693030793,840000,a
3019,3019,1995-05-08,762014562,1554000,p
3020,3020,1991-10-20,17286000,1221000,d
3021,3021,2007-08-22,265327464,207000,p
3022,3022,1991-06-18,89527893,369000,d
3023,3023,1997-03-22,687099686,391000,p
3024,3024,2011-01-19,57142633,1709000,a
3025,3025,2016-12-28,556603095,962000,a
3026,3026,2014-07-15,113783372,1368000,a
3027,3027,2001-12-31,601672749,1072000,a
3028,3028,2003-03-20,284483004,1768000,d
3029,3029,2010-11-05,616508202,282000,d
3030,3030,1991-04-30,401749657,1499000,a
3031,3031,1997-03-31,315560645,1805000,p
3032,3032,1984-11-21,86927613,1928000,a
3033,3033,1989-03-31,589498714,1447000,a
3034,3034,1978-02-27,503324561,591000,a
3035,3035,2017-12-21,643102777,328000,p
3036,3036,2003-08-03,180301604,1294000,a
3037,3037,1997-01-24,650019960,1567000,a
3038,3038,2016-07-23,641887076,1729000,d
3039,3039,2015-02-05,4226764,1862000,d
3040,3040,1999-08-16,472326046,1509000,d
3041,3041,1982-10-25,660034078,249000,a
3042,3042,2006-05-06,564462431,1731000,a
3043,3043,2005-01-21,606366659,640000,d
3044,3044,1987-10-22,573876380,1005000,a
3045,3045,2009-06-16,652181390,1386000,p
3046,3046,2003-04-05,3684155,1574000,a
3047,3047,2016-05-14,337665711,430000,p
3048,3048,2012-11-03,668013336,435000,p
3049,3049,1984-07-27,296649702,1236000,p
3050,3050,1990-01-31,165784000,1656000,p
3051,3051,1995-06-04,403281698,1841000,d
3052,3052,1998-11-01,425080078,1954000,a
3053,3053,1993-02-13,750013130,304000,p
3054,3054,1999-11-20,454219023,924000,d
3055,3055,1996-06-05,91646350,1158000,a
3056,3056,1980-01-11,237687736,797000,d
3057,3057,1981-04-19,685075467,736000,d
3058,3058,1997-01-27,557199135,1539000,p
3059,3059,1992-02-26,609129942,638000,p
3060,3060,2007-06-28,475605139,645000,d
3061,3061,1981-03-14,594217819,1646000,p
3062,3062,2012-10-27,417437678,1180000,p
3063,3063,1990-03-04,445920823,1942000,a
3064,3064,2001-05-31,587174246,796000,d
3065,3065,1985-06-14,446505086,1043000,d
3066,3066,2017-11-12,203521467,1298000,p
3067,3067,1986-07-25,530275660,915000,p
3068,3068,1997-11-15,15702314,1327000,d
3069,3069,1982-01-30,558044916,1811000,a
3070,3070,2003-09-16,569304154,874000,d
3071,3071,2004-05-05,143113117,1352000,d
3072,3072,1985-12-08,344209696,1645000,p
3073,3073,1997-11-20,400968735,1828000,p
3074,3074,1980-03-15,96507738,1802000,d
3075,3075,1993-01-13,383122582,1980000,a
3076,3076,2008-01-13,148424064,1085000,d
3077,3077,2013-06-06,449928036,411000,a
3078,3078,2006-04-29,212032311,323000,p
3079,3079,1994-03-20,286182788,662000,p
3080,3080,1997-10-13,420624028,1151000,a
3081,3081,2001-05-12,203078494,1307000,d
3082,3082,2011-01-15,603189669,1660000,a
3083,3083,1996-04-17,188565949,1131000,d
3084,3084,1990-12-19,690094690,1136000,d
3085,3085,2008-01-20,417553511,242000,p
3086,3086,2000-11-09,11402218,537000,d
3087,3087,2016-06-29,618442363,776000,a
3088,3088,1983-05-06,236645287,737000,d
3089,3089,2014-01-30,235444498,544000,p
3090,3090,2011-06-18,590830742,1823000,d
3091,3091,1980-01-22,574193419,1539000,p
3092,3092,1987-10-31,411687313,1147000,d
3093,3093,1979-03-26,630606292,1512000,d
3094,3094,2013-03-29,603245318,1402000,p
3095,3095,2002-01-22,617029706,655000,a
3096,3096,1989-11-10,386429829,853000,d
3097,3097,1982-07-19,9742656,336000,d
3098,3098,1999-08-13,392175127,1364000,d
3099,3099,2010-10-08,542638007,848000,p
3100,3100,2012-04-11,299744525,1743000,d
3101,3101,2009-05-24,352286618,905000,p
3102,3102,2011-06-22,491306358,892000,p
3103,3103,1982-05-18,171303025,1369000,p
3104,3104,1982-05-30,177442927,555000,a
3105,3105,1986-04-28,522537671,445000,a
3106,3106,2008-10-04,368509692,232000,a
3107,3107,2004-03-05,604055269,1230000,p
3108,3108,1978-12-26,214072080,518000,p
3109,3109,2009-06-11,562263995,1512000,d
3110,3110,2014-01-22,691013723,1707000,p
3111,3111,1986-08-16,429583875,1324000,p
3112,3112,1992-08-07,155011034,956000,p
3113,3113,1978-03-18,392326077,1511000,p
3114,3114,2004-12-27,407501236,471000,p
3115,3115,1980-01-11,328344039,1083000,p
3116,3116,1998-09-12,395306833,1097000,p
3117,3117,1987-01-21,112241366,1982000,d
3118,3118,2017-01-22,672283039,643000,a
3119,3119,1985-08-25,29403374,1113000,p
3120,3120,2001-03-09,15240567,484000,d
3121,3121,2009-04-15,771441079,1430000,d
3122,3122,2016-07-16,374583254,1586000,a
3123,3123,1998-06-05,434350189,915000,p
3124,3124,1990-04-07,767305985,756000,d
3125,3125,1983-01-18,271144063,1052000,p
3126,3126,1998-05-31,501173083,1462000,d
3127,3127,1979-11-26,174549668,1618000,p
3128,3128,2014-10-06,409672447,1657000,p
3129,3129,2016-08-22,138549114,800000,d
3130,3130,1985-04-14,129420223,1193000,p
3131,3131,2013-04-20,450627206,218000,a
3132,3132,2012-11-05,56767612,1641000,a
3133,3133,1988-10-10,25461264,1149000,d
3134,3134,2014-05-31,612562732,1357000,a
3135,3135,1991-12-26,308809451,541000,d
3136,3136,1978-01-30,389686564,1743000,p
3137,3137,1978-12-05,148121187,1371000,p
3138,3138,2016-09-13,317224448,1950000,d
3139,3139,2004-08-16,638126118,1925000,p
3140,3140,2009-09-20,336018248,369000,d
3141,3141,2002-02-02,156968564,506000,d
3142,3142,2000-01-06,21729666,1263000,a
3143,3143,2017-04-08,329166082,1548000,p
3144,3144,2015-03-03,530628723,354000,p
3145,3145,1983-03-02,179546731,795000,p
3146,3146,2001-07-15,611214966,439000,a
3147,3147,1988-12-25,53466993,440000,a
3148,3148,2003-01-09,574248051,1480000,p
3149,3149,1992-10-20,223043234,321000,a
3150,3150,1989-07-01,275801930,460000,p
3151,3151,1990-04-30,148968531,1557000,a
3152,3152,2017-08-11,559212615,930000,a
3153,3153,1994-08-14,428818507,1083000,p
3154,3154,2001-06-14,611502520,1456000,a
3155,3155,2007-06-08,284058276,1178000,d
3156,3156,2013-09-23,632077723,1739000,a
3157,3157,2011-09-28,536626351,614000,d
3158,3158,1998-10-14,368018116,338000,d
3159,3159,1979-10-25,163468410,797000,p
3160,3160,1978-01-23,272107206,1385000,d
3161,3161,1979-12-13,568053945,1517000,p
3162,3162,2000-08-28,212583563,1283000,p
3163,3163,1993-03-11,405589079,438000,p
3164,3164,2010-12-12,419688878,1901000,a
3165,3165,2016-05-22,299184966,1626000,a
3166,3166,2017-03-18,634263078,969000,a
3167,3167,1993-03-07,566130373,1945000,p
3168,3168,2016-05-27,479294215,1070000,p
3169,3169,1986-10-28,496989191,908000,d
3170,3170,2003-10-16,537780127,1773000,a
3171,3171,1983-04-03,694036878,918000,p
3172,3172,1980-08-05,546743414,604000,d
3173,3173,1993-11-18,757013696,1828000,p
3174,3174,1987-03-09,515188946,355000,d
3175,3175,2013-02-27,465319015,658000,p
3176,3176,2005-02-08,265129730,462000,p
3177,3177,2007-04-29,574266256,670000,p
3178,3178,1989-05-18,272061955,273000,p
3179,3179,2003-01-29,42541852,502000,a
3180,3180,1994-08-27,440101055,786000,p
3181,3181,1990-06-07,625498002,1085000,p
3182,3182,2001-09-18,662072558,1599000,p
3183,3183,1985-06-27,424379129,1507000,d
3184,3184,1996-09-14,541342554,379000,p
3185,3185,2011-06-02,196668207,1477000,p
3186,3186,2007-11-12,156740643,272000,d
3187,3187,2003-04-11,698034895,1500000,a
3188,3188,2012-07-01,434071245,746000,d
3189,3189,1990-01-26,433355436,988000,d
3190,3190,1999-01-24,586324851,1431000,p
3191,3191,1999-11-12,395923700,1882000,p
3192,3192,1994-07-13,416333884,1971000,p
3193,3193,2009-04-26,192329719,957000,a
3194,3194,2005-12-14,546306804,216000,a
